idx,kappa,gamma,alpha,cert,cert_d,cert_gen,compliant,moved,moved_G3,e_G3,e_G4,e_G5,kn,kh,kmax
2360,28444.80446879353,12877.59,3.358049e-06,1,1,1,1,1,1,1.2160615070869101e-12,1.7726698750154653e-11,9.112096397297414e-05,1,1,3
2361,2661.3122495272814,44628.58,1.309013e-06,1,1,1,1,1,1,4.773959005888173e-15,5.022648963404208e-13,7.034074211986763e-09,1,1,2
2362,6054638922.504552,6269849000.0,0.2499848,0,0,0,0,1,1,1.5621476778804322e-08,2.030351098358807e-08,6.721340317838997e-05,12,6,5
2363,71751.49867065894,162391.8,5.590306e-06,1,1,1,1,1,1,9.877099138577705e-13,9.540834788879238e-11,0.00040067570832058585,1,1,3
2364,6581731665.262804,7090739000.0,0.2500238,0,0,0,0,1,1,1.8389981204514072e-09,5.052756990586715e-09,0.00048403870682689476,13,7,5
2365,356591707.7833165,309368800.0,0.2499979,0,0,0,0,1,1,5.124581540117361e-09,1.3322496210295501e-08,3.997452576937374e-06,8,4,5
2366,918.1316341914138,440.2571,1.175022e-08,1,1,1,1,1,1,3.09130378599303e-14,4.537290693539497e-13,7.528032509213427e-09,1,1,2
2367,1292521.1702578536,1494928.0,0.01208545,1,1,1,1,1,1,1.2040590746664748e-11,8.516554128590315e-11,1.2328032039654602e-08,1,1,3
2368,734423.357387369,554383.2,0.01217907,1,1,1,1,1,1,8.015608596897522e-12,5.782802373429888e-10,3.189420531988074e-08,1,1,3
2369,50955903861.4643,95295470000.0,0.2509445,0,0,0,0,1,1,8.314062549530377e-09,2.844536384216667e-08,8.117651989314467e-05,16,8,5
2370,34485431.43355197,126055200.0,0.2499728,0,0,0,0,1,1,7.69163210900814e-09,7.626946907368648e-09,3.743240136772075e-05,6,3,4
2371,7813997.388832408,57353030.0,0.2465909,0,0,0,0,1,1,1.817309241980425e-08,2.0066662165252325e-08,3.223715809813621e-05,4,2,4
2372,1161002443.4120843,6431826000.0,0.2500334,0,0,0,0,1,1,3.037469099879763e-09,2.358684389855291e-08,9.377979227173487e-05,11,6,5
2373,12824705456.61223,78396130000.0,0.2498098,0,0,0,0,1,1,2.4834050926791917e-09,1.0662038141262542e-08,0.0001431939770843993,15,8,5
2374,272.2525647088201,108.0402,3.02989e-10,1,1,1,1,0,1,3.219646771412954e-15,2.556288514199423e-13,3.061074985322154e-06,0,0,1
2375,678477.118211574,719345.5,0.003050177,1,1,1,1,1,1,3.013096192570377e-12,3.12675236819377e-10,0.0010196242005660059,1,1,3
2376,1228877380.7986302,8449850000.0,0.2499427,0,0,0,0,1,1,1.6115075940348333e-10,5.743149289472171e-09,9.13559225712568e-06,11,6,5
2377,38.08990032142083,52.15771,1.98611e-11,1,1,1,1,0,1,3.885780586188048e-16,1.7208456881689926e-14,1.1746970063342133e-09,0,0,1
2378,36586675.52807448,26720690.0,0.2497236,0,0,0,0,1,1,1.8246892602108768e-10,4.6130609172719415e-09,4.050756527518416e-07,4,3,4
2379,3244946.4951375793,4898904.0,0.9002844,0,0,0,0,1,1,8.984255539488604e-11,1.4378048876989955e-09,3.862792756667038e-08,2,1,3
2380,132635.86052492735,144196.4,0.0002017267,1,1,1,1,1,1,1.5713541579032153e-12,1.0833167696233659e-11,6.441988220640127e-09,1,1,3
2381,247978290.40051234,365438500.0,0.2500029,0,0,0,0,1,1,1.3687876387891151e-09,2.1294817242889508e-08,2.2212993852077645e-05,8,4,5
2382,3028697.486058617,2310079.0,0.08319022,1,1,1,1,1,1,9.410303163550124e-11,2.504769628052793e-09,1.1847397688946157e-08,2,1,3
2383,66.0780923260128,27.55007,2.269591e-11,1,1,1,1,0,1,0.0,1.3761258439438955e-13,1.2902887647928667e-06,0,0,1
2384,564666.4248483361,1262405.0,0.00737691,1,1,1,1,1,1,4.0213388174947795e-12,1.3253020902936896e-10,5.094687651285845e-05,1,1,3
2385,85955710.05418742,609550600.0,0.2499941,0,0,0,0,1,1,3.6142194792532223e-10,4.259068486778261e-09,9.623611070819216e-07,7,4,4
2386,195040.8387066458,589015.9,0.001269731,1,1,1,1,1,1,7.309985949888187e-13,1.3211487459585669e-11,2.4375345630822665e-09,1,1,3
2387,1859012876677.0525,1438641000000.0,0.2604493,0,0,0,0,1,1,3.193356432895167e-07,3.192372485751956e-07,1.9175087038292547e-05,20,11,6
2388,790829676.7220439,510221800.0,0.2499964,0,0,0,0,1,1,1.5953548197463517e-09,3.8802941469840664e-08,0.00019733680351927832,9,5,5
2389,1081886338.808484,2399081000.0,0.250003,0,0,0,0,1,1,1.5308901035737676e-08,7.1005400448242995e-09,1.2014901246915066e-05,10,6,5
2390,66921629407.15128,108032100000.0,0.2499266,0,0,0,0,1,1,1.1202467314896936e-08,3.9267842588674995e-09,4.875561224307323e-05,16,9,5
2391,17.786921145319745,93.22214,9.632612e-12,1,1,1,1,0,1,5.551115123125783e-17,8.049116928532385e-15,3.5092492062238634e-07,0,0,1
2392,120777276639.84915,80695610000.0,0.2502549,0,0,0,0,1,1,2.0642496934009102e-08,2.9635349618750695e-08,9.078978355370193e-05,16,8,5
2393,6969401.922787178,18116240.0,0.2302006,0,0,0,0,1,1,6.080114189899177e-11,8.088879899226242e-09,9.345397598503613e-05,3,2,3
2394,12628453704.796516,10272050000.0,0.2500407,0,0,0,0,1,1,2.1658294949875825e-08,1.2241764927274677e-08,3.636551917903401e-05,13,7,5
2395,139.7907061036835,346.6083,3.315069e-10,1,1,1,1,0,1,1.942890293094024e-15,3.3362201889985954e-14,9.624136710351117e-07,0,0,1
2396,750696651.9624727,609531000.0,0.2500024,0,0,0,0,1,1,4.703511247150516e-09,2.770460116874318e-08,8.354737424443037e-06,9,5,5
2397,13139405.542040244,12203200.0,0.2368351,0,0,0,0,1,1,5.09144726379418e-10,2.2709402691667435e-08,0.00015563339635560336,3,2,3
2398,3357439.859466153,11014070.0,1.320773,0,0,0,0,1,1,5.12201392410816e-12,8.895041647694057e-10,1.0871737817247373e-05,3,2,3
2399,14315123212.03098,30299580000.0,0.249889,0,0,0,0,1,1,6.586049816625916e-09,1.8712011051746913e-08,3.893363661555682e-05,13,7,5
2400,18365929.44822662,17147100.0,0.2464381,0,0,0,0,1,1,9.096308217296394e-10,1.2707937701666905e-08,2.1202843621897508e-07,3,2,4
2401,1042917254310.4369,376259500000.0,0.2463534,0,0,0,0,1,1,1.7593961196458788e-07,1.7927237545978929e-07,0.00020818187150380648,19,10,6
2402,5169.28611178711,8803.492,3.535439e-07,1,1,1,1,1,1,9.345405596584233e-14,9.081775377571421e-12,1.027881192055322e-08,1,1,3
2403,139978798634.34058,175819500000.0,0.2500311,0,0,0,0,1,1,2.355828276900951e-08,3.9470051560464015e-08,8.475404955510246e-05,16,9,5
2404,21.089661513419077,59.36947,3.056775e-12,1,1,1,1,0,1,2.7755575615628914e-17,1.27675647831893e-15,2.397472877446738e-07,0,0,1
2405,157.15345260021903,314.7226,3.215928e-10,1,1,1,1,0,1,2.9142497272920546e-16,2.4916835168347065e-14,6.54916414535341e-06,0,0,1
2406,855.0240600332495,759.6602,2.509939e-09,1,1,1,1,0,1,5.483325270497136e-15,2.5936128529451454e-12,4.954431209864553e-08,0,0,2
2407,4630062289.540309,8134561000.0,0.2498399,0,0,0,0,1,1,3.2617643580826806e-09,4.371054423464488e-08,5.143823128252823e-05,11,6,5
2408,1931872219.4475827,9043988000.0,0.2500685,0,0,0,0,1,1,1.0671856731647722e-08,3.9415593011682404e-10,2.1448625244002706e-05,12,6,5
2409,92294.95671516523,67392.74,8.405903e-05,1,1,1,1,1,1,1.5544993119033832e-12,1.9424453430595848e-10,3.120722112668864e-05,1,1,3
2410,27141.85386299577,296798.1,8.175966e-05,1,1,1,1,1,1,4.474198789239381e-14,2.048416991584645e-12,5.20010121124459e-06,1,1,3
2411,53797.97472330604,809164.6,0.0004825725,1,1,1,1,1,1,2.5290880500961066e-13,7.031764059917123e-12,5.4225792426865205e-06,1,1,3
2412,94755.01187903079,721607.9,0.0005441394,1,1,1,1,1,1,2.760014439218139e-13,2.471733928643971e-11,1.3093390851315334e-05,1,1,3
2413,18306.907881477233,99802.04,5.354403e-06,1,1,1,1,1,1,1.2467804566540508e-13,2.095323914375058e-12,7.772971534392159e-05,1,1,3
2414,461.6366273435384,2185.326,6.414657e-09,1,1,1,1,0,1,2.2870594307278225e-14,3.979039320256561e-13,1.4061156348610382e-05,0,0,1
2415,23187238626.546307,28958700000.0,0.2492451,0,0,0,0,1,1,1.406259420022593e-08,6.90624124555228e-08,0.00018715799428314916,12,7,5
2416,6541522.620010948,5257149.0,3.08508,0,0,0,0,1,1,1.4007794923998063e-11,3.767107625840538e-09,0.00017433250318454885,3,2,3
2417,3348490644.2431846,2416308000.0,0.2500185,0,0,0,0,1,1,1.8409076111961707e-09,1.2748876166048657e-08,3.7189319392385355e-05,11,6,5
2418,74138911209.54803,24110440000.0,0.2501977,0,0,0,0,1,1,1.3279305544347713e-08,7.87514633769596e-09,3.4338044539288506e-05,15,8,5
2419,118418.44721541074,174504.9,4.240907e-05,1,1,1,1,1,1,1.27675647831893e-14,9.519995902707024e-11,0.00015568839455015748,1,1,3
2420,830.2203648233015,1586.096,8.439554e-09,1,1,1,1,0,1,1.3877787807814457e-15,3.7808645103609706e-13,3.7711654354843915e-09,0,0,1
2421,21439.65950184031,39353.77,3.325756e-06,1,1,1,1,1,1,2.0317081350640365e-13,9.448664073374857e-12,2.1638005309188024e-05,1,1,3
2422,1158660.724135569,1200268.0,0.008924503,1,1,1,1,1,1,2.592265291312401e-11,8.764914349868036e-10,2.7230695254232273e-08,1,1,3
2423,7380.472359667623,4452.886,4.64759e-07,1,1,1,1,1,1,7.561596028579774e-14,1.2993804992047105e-11,0.00025681143282124024,1,1,3
2424,59097.35152882961,529574.6,0.0003439975,1,1,1,1,1,1,1.0712541964608135e-12,4.383238216831842e-11,3.0212440835675203e-05,1,1,3
2425,5.636208720427778,18.60012,4.167825e-13,1,1,1,1,0,1,3.3306690738754696e-16,2.6645352591003757e-15,1.9256359973240933e-07,0,0,1
2426,1818.2402471131638,1377.561,9.611966e-09,1,1,1,1,1,1,5.662137425588298e-15,1.8260948309034575e-12,2.3014154260092567e-05,1,1,2
2427,1013352.5502643842,721999.0,0.02134805,1,1,1,1,1,1,1.9464927264147738e-11,3.1097312738664265e-09,2.9413759481723586e-08,1,1,3
2428,15.122716306205897,77.17365,1.098404e-11,1,1,1,1,0,1,3.3306690738754696e-16,1.84297022087776e-14,2.3481980426787175e-07,0,0,1
2429,12.350994389951879,12.17126,1.623873e-12,1,1,1,1,0,1,5.551115123125783e-17,2.942091015256665e-15,1.5000577086032862e-07,0,0,1
2430,8986484356.800343,4550144000.0,0.2500139,0,0,0,0,1,1,3.7242128270165153e-09,4.5196444031780914e-08,9.979836267259845e-05,12,6,5
2431,24146.625085536387,15642.53,4.186038e-06,1,1,1,1,1,1,3.064215547965432e-14,1.4459544672718039e-11,2.1755823809144204e-08,1,1,3
2432,9292028789.618986,32424320000.0,0.25,0,0,0,0,1,1,2.951219546520889e-10,2.4185996844172664e-08,1.86582444975103e-05,14,7,5
2433,16540149356.932392,15112570000.0,0.2495115,0,0,0,0,1,1,1.692224049776314e-08,7.737333573842875e-08,0.00022431793396959776,12,6,5
2434,40359409272362.82,30614390000000.0,0.3030247,0,0,0,0,1,1,2.7626894532557836e-06,2.7626574174983724e-06,2.569871613058435e-05,23,12,6
2435,14768232933.845423,98167970000.0,0.2493494,0,0,0,0,1,1,2.2897325979709393e-09,2.9014157576501276e-08,1.7931502808210542e-05,15,8,5
2436,9270884.598276375,34205460.0,0.2463295,0,0,0,0,1,1,1.8973603702128894e-11,9.714885550417515e-09,9.242657747974214e-05,3,2,4
2437,1788948.4692240276,1169716.0,0.02432053,1,1,1,1,1,1,4.364123233941976e-11,9.627655650492447e-10,1.8866542848545257e-08,1,1,3
2438,3499145344.4251804,3764071000.0,0.2500021,0,0,0,0,1,1,1.7199601742845516e-09,4.483666660171082e-09,3.8836612986981045e-05,11,6,5
2439,6985634060.293651,122176800000.0,0.2497687,0,0,0,0,1,1,1.202413169032468e-09,2.9674662727074974e-09,4.9390122274672876e-05,14,8,5
2440,12133.026655305102,9457.446,2.450719e-06,1,1,1,1,1,1,3.3554198231003334e-15,6.787204373209157e-13,0.0001365365094016921,1,1,3
2441,14219.049405492424,63634.87,2.413639e-06,1,1,1,1,1,1,7.971401316808624e-14,1.3785084185258256e-11,0.00015821808751359523,1,1,3
2442,275199881.59325254,163349000.0,0.2500027,0,0,0,0,1,1,5.600949926076737e-09,1.2775527302721912e-09,3.069383940346171e-06,7,4,4
2443,583.4950511877908,385.2882,1.593443e-09,1,1,1,1,0,1,2.3203661214665772e-14,3.8125058665627876e-13,4.222954050669969e-06,0,0,1
2444,77933350.60788205,61212220.0,0.2499703,0,0,0,0,1,1,2.907449003775042e-10,1.7091340370756214e-08,0.00013158881978367343,6,3,4
2445,7553177515.454155,7621619000.0,0.2500265,0,0,0,0,1,1,1.0627597579748738e-08,1.2802796434119301e-08,0.0001171725155290626,13,7,5
2446,2133322.2843422526,5355065.0,0.07133384,1,1,1,1,1,1,9.300726855343555e-12,1.2914311287026692e-09,0.00036875072560144107,2,1,3
2447,11193.110857833051,17194.31,3.652823e-07,1,1,1,1,1,1,4.463096558993129e-14,8.946732243941824e-13,1.6867284791111103e-09,1,1,3
2448,79611356.33805893,406814700.0,0.2500038,0,0,0,0,1,1,3.9602793266979575e-10,1.3743255827813883e-07,4.174336922652122e-05,7,4,4
2449,7062.642368837324,6671.872,3.178852e-07,1,1,1,1,1,1,1.7803618505595138e-13,1.7803618505595138e-13,0.00012087301044465181,1,1,3
2450,146886942275.7474,72623020000.0,0.2495122,0,0,0,0,1,1,2.5313740693012295e-08,3.851567550483377e-08,0.00012225396316062088,16,9,5
2451,31709351.415357057,25678810.0,0.2496082,0,0,0,0,1,1,2.5588818310049002e-08,4.143307754837994e-09,3.2103087079019316e-05,4,2,4
2452,8656.315480703966,6781.073,6.33857e-07,1,1,1,1,1,1,1.4041545703946667e-13,9.11401509817722e-12,5.513447060012666e-09,1,1,3
2453,1177.213139929492,695.7073,4.197651e-09,1,1,1,1,1,1,5.329070518200751e-15,9.059419880941277e-14,2.5558742677844748e-08,1,1,2
2454,4507788765.199646,7730002000.0,0.2500852,0,0,0,0,1,1,6.947454624558313e-09,1.511155884021624e-08,0.00021739395872319043,12,6,5
2455,610.9178579329913,2191.272,1.192214e-08,1,1,1,1,0,1,2.942091015256665e-15,5.742628594873622e-14,4.840777915765537e-06,0,0,1
2456,273.8662857142521,2396.805,4.059946e-09,1,1,1,1,0,1,1.9984014443252818e-15,9.425793479067579e-14,2.8848563379257897e-06,0,0,1
2457,1070208990.2617595,5919537000.0,0.2498755,0,0,0,0,1,1,1.0995383492584665e-09,2.2090671181196342e-08,7.888514320397721e-05,9,5,5
2458,1837.1307848866652,2909.088,5.901551e-08,1,1,1,1,1,1,2.886579864025407e-14,3.6848302187308946e-13,9.299675807206143e-09,1,1,2
2459,1006.8633829466075,799.174,1.21377e-08,1,1,1,1,1,1,2.2346960249459634e-14,1.5972449645926724e-12,3.493925108891824e-05,1,1,2
2460,29.909945509166857,148.9591,2.664275e-11,1,1,1,1,0,1,2.220446049250313e-16,3.9968028886505635e-15,6.157337755219316e-07,0,0,1
2461,974601419.6361337,6345983000.0,0.2499755,0,0,0,0,1,1,1.6354963217057872e-09,2.1474581363145617e-08,1.6937401007360853e-05,11,6,5
2462,705277.4117445801,467437.6,0.01095948,1,1,1,1,1,1,1.2949396013159168e-12,3.039092226869971e-10,3.527586588826934e-08,1,1,3
2463,445879494.63712096,210983600.0,0.2500006,0,0,0,0,1,1,5.351661660063647e-09,5.047383928820111e-08,0.0001990124483756013,8,4,5
2464,4864309210.824484,4780758000.0,0.2499835,0,0,0,0,1,1,1.771566227048993e-09,7.367561893900643e-09,4.1697611540714163e-05,12,6,5
2465,243668.56296263204,304229.4,0.0006754995,1,1,1,1,1,1,2.7622348852673895e-13,8.71004934843711e-11,2.128363111919551e-06,1,1,3
2466,203462893197.47238,111133100000.0,0.2493861,0,0,0,0,1,1,3.4833310835922566e-08,2.1098921210771973e-08,0.00016060440092464335,17,9,5
2467,6313060346.884345,48845560000.0,0.2504072,0,0,0,0,1,1,1.0939094352568901e-09,2.1859687088232604e-08,2.4029178824186426e-05,14,7,5
2468,171306874.59658828,149371000.0,0.2499981,0,0,0,0,1,1,2.161948731149721e-09,2.0914520115766777e-08,1.876847449233665e-06,6,4,4
2469,203197.97539342684,1708114.0,0.003748854,1,1,1,1,1,1,2.400857290751901e-13,4.98390217984479e-12,2.0232224246741204e-05,1,1,3
2470,30663146851.721443,14320790000.0,0.2500531,0,0,0,0,1,1,3.5406575322176787e-09,9.144213871746089e-08,0.00027086632758149755,13,7,5
2471,5483.739926456364,4352.319,2.35827e-07,1,1,1,1,1,1,8.72635297355373e-14,3.0823676944180534e-12,0.00016050120423510839,1,1,3
2472,519.7289832419428,350.244,2.580182e-09,1,1,1,1,0,1,2.7696446646013844e-15,2.530151861250559e-13,1.6721137409373032e-05,0,0,1
2473,841822.499217396,5950849.0,0.04611772,1,1,1,1,1,1,9.590106486712102e-13,4.306300871448343e-10,1.553952553334792e-05,2,1,3
2474,768599327635.9027,481842300000.0,0.24547,0,0,0,0,1,1,1.294606046649798e-07,1.2897678195641264e-07,6.266557863098645e-05,19,10,6
2475,87900.75168706696,68540.73,0.0001366968,1,1,1,1,1,1,1.3712614003931371e-12,1.095908471252415e-10,5.743082077345069e-05,1,1,3
2476,11488.097662879254,8092.307,1.831569e-06,1,1,1,1,1,1,1.3438559755716862e-13,3.467452049705833e-11,0.00015983349022650296,1,1,3
2477,1103941897.959428,604695500.0,0.2500061,0,0,0,0,1,1,2.4085049036873143e-09,4.0338173458493494e-08,1.2251197175057184e-05,9,5,5
2478,1004522.6224728816,812266.6,0.004530255,1,1,1,1,1,1,1.3367085216486885e-12,9.296194369845523e-11,5.171816311935751e-05,1,1,3
2479,363.88794457367675,360.9808,1.170817e-09,1,1,1,1,0,1,4.107825191113079e-15,1.0436096431476471e-13,8.658892713953037e-09,0,0,1
2480,2366214752.554798,4814621000.0,0.2499719,0,0,0,0,1,1,3.906605705594757e-09,8.743415985668079e-08,0.00016771104262186531,11,6,5
2481,7550.193544597911,13351.24,1.096167e-06,1,1,1,1,1,1,1.2906342661267445e-14,2.5006940962413182e-12,2.499519502394132e-05,1,1,3
2482,34.304279584756415,83.54645,4.044114e-12,1,1,1,1,0,1,8.326672684688674e-16,5.384581669432009e-15,5.807293045889672e-07,0,0,1
2483,550.580683071686,836.5962,5.075868e-09,1,1,1,1,0,1,1.0824674490095276e-15,8.021361352916756e-15,4.9047883894648425e-06,0,0,1
2484,22317366.658124253,22288850.0,0.2469567,0,0,0,0,1,1,4.989605190858812e-08,1.3301209536631612e-08,0.0018964286666828649,3,2,3
2485,19784.16603055411,61126.45,6.019728e-06,1,1,1,1,1,1,1.5093482019779003e-13,5.610623077245691e-12,1.463953402947027e-09,1,1,3
2486,534828.7127298785,479396.7,0.0030718,1,1,1,1,1,1,1.684331454047113e-11,2.0271181092480273e-10,0.00037268610386310085,1,1,3
2487,409932.27228897077,399978.6,0.001824079,1,1,1,1,1,1,2.861377801366416e-12,3.2124358728680136e-10,3.296834616417499e-08,1,1,3
2488,3591880.4816893092,22717090.0,0.2181994,0,0,0,0,1,1,3.098382661548271e-11,2.1538050232194905e-09,4.602471841408384e-05,3,2,4
2489,29594138643.33374,20177370000.0,0.2500673,0,0,0,0,1,1,5.216518217388e-09,9.486132213076814e-09,2.8246776961560194e-05,14,7,5
2490,805.7037501883965,926.9304,9.562617e-09,1,1,1,1,0,1,2.344711108641762e-15,6.381221463365041e-13,2.332084247264135e-05,0,0,2
2491,3139165.8392619877,2471280.0,0.06547674,1,1,1,1,1,1,8.722234046132371e-11,6.869538271558895e-10,3.324472319654603e-08,2,1,3
2492,34416622.98191833,44085730.0,0.2170445,0,0,0,0,1,1,2.0261542499344642e-07,2.2050614356672327e-07,3.650850275427331e-07,2,1,3
2493,650023369.7156138,1445570000.0,0.2500304,0,0,0,0,1,1,1.282823958170809e-08,5.431209731954212e-08,0.00028439524382789516,8,4,5
2494,492200557.70548236,1373985000.0,0.250003,0,0,0,0,1,1,1.7038285227144456e-09,1.370119939725356e-08,0.00018173979509861216,9,5,5
2495,454040858.0418902,3127397000.0,0.2500255,0,0,0,0,1,1,1.3080102001516991e-09,8.075455137923626e-09,4.915503220964679e-05,10,5,5
2496,313963677182.6787,278035900000.0,0.2488095,0,0,0,0,1,1,5.29570422198866e-08,5.543238449051424e-08,0.00011385712482174017,18,9,5
2497,771445.5702503513,1164050.0,0.01024406,1,1,1,1,1,1,4.372113782125098e-12,5.974082339932352e-11,1.815837363805528e-08,1,1,3
2498,4118386.530810467,2251265.0,0.09817371,1,1,0,1,1,1,2.438886281926318e-12,1.351172770244498e-09,2.562382539907227e-09,2,1,3
2499,42059.451672183524,89406.67,4.14651e-05,1,1,1,1,1,1,4.315992008230296e-13,2.2131685373238952e-11,7.080730857983442e-05,1,1,3
2500,10228.717030740036,62904.96,3.812321e-06,1,1,1,1,1,1,1.4765966227514582e-14,6.474987213067607e-12,3.570224671456401e-10,1,1,3
2501,22303.944264402337,27156.58,6.063887e-06,1,1,1,1,1,1,4.1716630150290257e-13,2.5037194539834218e-12,5.080904641463491e-09,1,1,3
2502,142004518.82629123,645177200.0,0.2497733,0,0,0,0,1,1,9.987947246022635e-10,1.0989035332235764e-08,0.0002523725307680311,5,3,4
2503,8245375771.121161,10839190000.0,0.2498463,0,0,0,0,1,1,1.3891478189975714e-08,5.900701123273677e-07,0.00024444757200958733,11,6,5
2504,530742605.6330506,1216870000.0,0.2500007,0,0,0,0,1,1,4.231945460730913e-09,2.5123259139725462e-08,0.0001218572541478169,8,5,5
2505,88.0188282445968,267.33,1.952579e-10,1,1,1,1,0,1,1.4432899320127035e-15,5.0737192225369654e-14,1.8899837139763065e-08,0,0,1
2506,4926631.573768846,7189724.0,0.3499535,0,0,0,0,1,1,1.84297022087776e-14,1.4749996779528374e-09,0.0012726779086662532,2,1,3
2507,3383090796.0636873,3624919000.0,0.2499914,0,0,0,0,1,1,1.3784117181003808e-09,2.9734302797734813e-08,4.102463891486607e-06,11,6,5
2508,1684991912.3341696,7854660000.0,0.2499337,0,0,0,0,1,1,4.807275022500335e-09,9.512813603507198e-08,1.8685575923438336e-05,10,5,5
2509,320540754.444684,2114429000.0,0.2500156,0,0,0,0,1,1,1.346018851933195e-10,8.987672606153296e-09,1.2042752633556475e-05,9,5,5
2510,31127769.83060442,22678190.0,0.2487161,0,0,0,0,1,1,4.6700883493677736e-08,4.9002568280887004e-08,8.000139458180788e-05,4,2,4
2511,6117489.168147554,10987360.0,0.1458496,1,1,0,1,1,1,1.2319922859660437e-11,3.512689139562042e-09,6.54459167970245e-08,2,1,3
2512,1881040.6838243033,2220209.0,0.01946815,1,1,1,1,1,1,2.5407898007756557e-11,8.151568309244794e-10,4.762289318449575e-08,1,1,3
2513,191223.73383609342,1856813.0,0.003988874,1,1,1,1,1,1,2.0362600494649996e-12,1.1478040740087181e-11,0.00010177326867677472,1,1,3
2514,4714.956083266291,3456.749,1.526301e-07,1,1,1,1,1,1,1.7763568394002505e-15,3.730349362740526e-13,9.497481120890328e-05,1,1,3
2515,44059703759.73628,62837010000.0,0.2518741,0,0,0,0,1,1,7.833629550394502e-09,1.5540102948285517e-08,2.5405823154723103e-05,15,8,5
2516,12499.05811882889,26214.06,1.046546e-06,1,1,1,1,1,1,2.8033131371785203e-13,7.159828285807635e-13,7.060886436260905e-05,1,1,3
2517,40270.594709279416,15740.39,9.328871e-06,1,1,1,1,1,1,2.301021260160191e-13,1.3401474591422916e-11,0.00010805298017429178,1,1,3
2518,358.21717910108,514.9884,2.026389e-09,1,1,1,1,0,1,2.7755575615628914e-16,1.4960255256823984e-13,3.648336009798303e-06,0,0,1
2519,154699.94473593024,124328.3,0.0005755612,1,1,1,1,1,1,5.357190300442911e-12,3.363049737286998e-10,0.00011305892787466623,1,1,3
2520,138171.05965164065,554624.0,0.0002741442,1,1,1,1,1,1,5.377920331284258e-13,1.2345297006888245e-10,8.23508121345351e-05,1,1,3
2521,6886.3794137382465,37519.67,9.92944e-07,1,1,1,1,1,1,2.4980018054066022e-14,2.9801716650013077e-12,5.983111660723406e-05,1,1,3
2522,3923.5821402131937,5144.595,1.074697e-07,1,1,1,1,1,1,1.176836406102666e-14,1.6346923814580805e-12,5.452850513343321e-07,1,1,3
2523,2634.3932065405793,1747.845,5.056346e-08,1,1,1,1,1,1,2.8754776337791554e-14,6.524780715722045e-13,2.866875958851267e-09,1,1,2
2524,243.6589451269931,217.2159,5.812406e-10,1,1,1,1,0,1,2.3314683517128287e-15,2.8699265186560297e-14,6.073933078720728e-09,0,0,1
2525,382144.243429071,353511.7,0.001907758,1,1,1,1,1,1,6.407483998782736e-14,5.365649372583867e-10,8.020914168141464e-10,1,1,3
2526,269267.35401296284,1534688.0,0.004514608,1,1,1,1,1,1,2.23487894857044e-12,6.143435760108673e-11,1.4452104513118513e-09,1,1,3
2527,51996801.44224723,52864670.0,0.2499178,0,0,0,0,1,1,2.0147080004306872e-08,3.0807453255121686e-09,5.881214723002515e-07,5,3,4
2528,17.550905876131726,12.11549,4.029808e-13,1,1,1,1,0,1,7.771561172376096e-16,1.2545520178264269e-14,8.386459234843713e-07,0,0,1
2529,745.3110647431424,6457.27,5.332763e-08,1,1,1,1,0,1,3.219646771412954e-15,9.298117831235686e-14,1.0205435330146173e-08,0,0,1
2530,3157927135006.784,1598028000000.0,0.2369703,0,0,0,0,1,1,5.256839715952348e-07,5.270351575702357e-07,5.572940030064583e-05,21,11,6
2531,1820.7334081431122,2076.698,4.187691e-08,1,1,1,1,1,1,2.4091839634365897e-14,1.7924550732573152e-12,3.0637039615255546e-05,1,1,2
2532,17242297454.361744,20574200000.0,0.2501473,0,0,0,0,1,1,6.26962559646671e-09,1.9530861294914104e-07,0.0001110058381489365,13,7,5
2533,12517354411.136396,8991074000.0,0.2500312,0,0,0,0,1,1,2.428863776771095e-10,1.911800096010552e-08,0.00010353141866614735,13,7,5
2534,26746612.43857172,14112220.0,0.2484933,0,0,0,0,1,1,4.3525643354475974e-08,5.552742619569097e-08,0.00013044475146373422,4,2,4
2535,19684514.35388524,11900470.0,0.2473011,0,0,0,0,1,1,3.6656536429088416e-10,1.870004144641782e-08,2.1371800318935508e-07,3,2,4
2536,18.095322330352147,23.05526,7.468074e-13,1,1,1,1,0,1,2.220446049250313e-16,1.226796442210798e-14,1.3547263827407008e-07,0,0,1
2537,104725027.67736535,72585640.0,0.2499933,0,0,0,0,1,1,4.59504797171103e-09,2.456578928048554e-08,0.00017994353719337562,6,3,4
2538,60561.78938799617,29941.31,2.786933e-05,1,1,1,1,1,1,1.984819242944547e-12,6.805484505599768e-11,3.8767251950888026e-05,1,1,3
2539,1682937164.189842,5129094000.0,0.2500302,0,0,0,0,1,1,9.503753339856758e-10,8.319279598545393e-09,1.8677059309912813e-05,11,6,5
2540,16.53282361320358,67.23076,4.068495e-12,1,1,1,1,0,1,3.3306690738754696e-16,1.071365218763276e-14,8.366198585574303e-07,0,0,1
2541,1772404.8955287158,913915.8,0.0180199,1,1,1,1,1,1,2.0756285579182077e-11,1.514208203268197e-10,0.00012194937438120279,1,1,3
2542,15492685403.079754,12939030000.0,0.2499072,0,0,0,0,1,1,8.988962907352516e-10,3.5351089833213223e-09,0.00131668266463969,13,7,5
2543,1358.2814525152883,602.9434,1.054778e-08,1,1,1,1,1,1,8.90281291990394e-14,3.025418109757421e-12,5.276458643276832e-05,1,1,2
