idx,kappa,gamma,alpha,cert,cert_d,cert_gen,compliant,moved,moved_G3,e_G3,e_G4,e_G5,kn,kh,kmax
2430,8986484356.800343,4550144000.0,0.2520054,0,0,0,0,1,1,2.3804445747899194e-07,2.3923144365500804e-07,0.00018290646749707928,19,10,5
2431,24146.625085536387,15642.53,0.2482793,0,0,0,0,1,1,6.395603441322617e-05,6.395606210674032e-05,0.00024596661316422797,11,6,5
2432,9292028789.618986,32424320000.0,0.2534987,0,0,0,0,1,1,4.968786765646716e-07,4.968719092557361e-07,2.8314196951123582e-05,22,12,6
2433,16540149356.932392,15112570000.0,0.2345199,0,0,0,0,1,1,7.793523404409086e-08,7.168973459314998e-08,0.0001655477542210626,16,9,5
2434,40359409272362.82,30614390000000.0,0.2323125,0,0,0,0,1,1,3.9157778527275025e-07,3.9136797309974506e-07,7.058221522218107e-05,21,11,6
2435,14768232933.845423,98167970000.0,0.2429357,0,0,0,0,1,1,2.77098442802437e-08,2.7808817748553594e-08,1.292471264707773e-05,19,10,5
2436,9270884.598276375,34205460.0,0.2558602,0,0,0,0,1,1,1.1178357725138245e-08,1.3314676648829648e-08,0.00014892821933634324,17,9,5
2437,1788948.4692240276,1169716.0,0.2526908,0,0,0,0,1,1,8.816367308377962e-07,8.830582675586588e-07,0.0006283791119535495,17,9,5
2438,3499145344.4251804,3764071000.0,0.2526558,0,0,0,0,1,1,3.518925956180752e-07,3.530062803180911e-07,0.00020196615190559708,20,10,6
2439,6985634060.293651,122176800000.0,0.2162082,0,0,0,0,1,1,1.8306204996321185e-07,1.83078611826204e-07,7.6217204529882565e-06,22,11,5
2440,12133.026655305102,9457.446,0.2539188,0,0,0,0,1,1,5.5106382434393565e-05,5.5106384074846746e-05,0.0002914577699408079,12,6,5
2441,14219.049405492424,63634.87,0.2180328,0,0,0,0,1,1,2.2465362903290043e-13,2.728151038411397e-12,4.639977391496242e-05,11,6,5
2442,275199881.59325254,163349000.0,0.2501438,0,0,0,0,1,1,2.5313542373339715e-08,1.3633586259942376e-08,1.9970108655620322e-06,15,8,5
2443,583.4950511877908,385.2882,0.2458006,0,0,0,0,1,1,2.3314683517128287e-15,9.836575998178887e-14,7.024372355113329e-06,6,3,5
2444,77933350.60788205,61212220.0,0.2722214,0,0,0,0,1,1,1.483675481223079e-06,1.4837374564258266e-06,0.00013678932504032626,23,12,6
2445,7553177515.454155,7621619000.0,0.2752318,0,0,0,0,1,1,1.2667036533020593e-06,1.2664922894312092e-06,0.00013019613041248546,23,15,6
2446,2133322.2843422526,5355065.0,0.254862,0,0,0,0,1,1,4.020380979796734e-07,4.014477153480023e-07,0.00014877978405786196,16,8,5
2447,11193.110857833051,17194.31,0.2278155,0,0,0,0,1,1,6.888933867799096e-14,5.732636587651996e-13,4.0708285653112686e-05,8,5,5
2448,79611356.33805893,406814700.0,0.2822409,0,0,0,0,1,1,8.919683874841766e-08,8.918461474882733e-08,3.798827660567161e-05,20,10,5
2449,7062.642368837324,6671.872,0.2564337,0,0,0,0,1,1,0.00024655246143770183,0.00024655245961768645,0.00040656832198510785,11,6,5
2450,146886942275.7474,72623020000.0,0.2495247,0,0,0,0,1,1,2.4308991810984012e-08,1.681793392765981e-08,0.0001848851624834702,16,8,5
2451,31709351.415357057,25678810.0,0.2510176,0,0,0,0,1,1,5.367306830988805e-08,5.8292866307356395e-08,5.729426609544197e-05,17,9,5
2452,8656.315480703966,6781.073,0.2486674,0,0,0,0,1,1,7.355227538141662e-15,7.825268211192338e-12,9.241148827718315e-05,13,7,6
2453,1177.213139929492,695.7073,0.2444854,0,0,0,0,1,1,1.887379141862766e-15,7.194245199571014e-13,2.8695392879640735e-05,7,4,5
2454,4507788765.199646,7730002000.0,0.3759061,0,0,0,0,1,1,1.0597879313530505e-06,1.0590294265142601e-06,0.00016465709579557733,22,11,6
2455,610.9178579329913,2191.272,0.2262562,0,0,0,0,1,1,0.0005718184468876397,0.000571818446974931,0.0005785694851457579,9,5,5
2456,273.8662857142521,2396.805,0.2922105,0,0,0,0,1,1,1.6542323066914832e-14,8.225642389447785e-13,8.343803348243028e-08,9,5,5
2457,1070208990.2617595,5919537000.0,0.4527763,0,0,0,0,1,1,0.01948925626233544,0.01948925626229092,0.019488902504043337,8,4,5
2458,1837.1307848866652,2909.088,0.2249984,0,0,0,0,1,1,1.8096635301390052e-14,1.5168977185453514e-12,2.8202296654566972e-05,10,5,6
2459,1006.8633829466075,799.174,0.2468278,0,0,0,0,1,1,3.520852010526374e-14,1.078924102403767e-12,3.468031368756093e-05,8,4,5
2460,29.909945509166857,148.9591,0.1658419,0,0,0,0,1,1,2.220446049250313e-16,3.241851231905457e-14,6.45536097909627e-07,4,2,5
2461,974601419.6361337,6345983000.0,11.49945,0,0,0,0,1,1,0.11808820231108001,0.1180882023110805,0.11808815821618909,6,3,6
2462,705277.4117445801,467437.6,0.243997,0,0,0,0,1,1,7.423985196680241e-07,7.438392716012899e-07,3.775172613310555e-05,17,9,6
2463,445879494.63712096,210983600.0,0.2554599,0,0,0,0,1,1,3.9260275224864926e-07,3.9339626147353166e-07,0.00019826311770382413,20,10,6
2464,4864309210.824484,4780758000.0,0.2390539,0,0,0,0,1,1,5.361983985152641e-07,5.365900153098124e-07,5.322792826500944e-07,21,11,6
2465,243668.56296263204,304229.4,0.2415799,0,0,0,0,1,1,9.598988270909103e-13,1.1320139270409868e-10,2.9695511320537715e-05,16,8,5
2466,203462893197.47238,111133100000.0,0.2492516,0,0,0,0,1,1,4.143383826003171e-08,5.056071744552986e-08,0.00017865516206944088,17,9,5
2467,6313060346.884345,48845560000.0,0.2880898,0,0,0,0,1,1,8.863239531198275e-08,8.867947146051769e-08,1.859025498843203e-05,21,11,5
2468,171306874.59658828,149371000.0,0.2452493,0,0,0,0,1,1,2.575944998417512e-07,2.5831605499071486e-07,5.218316763966335e-05,20,10,5
2469,203197.97539342684,1708114.0,0.2632428,0,0,0,0,1,1,6.085716203474423e-07,6.085670610778138e-07,1.7616725185631843e-05,16,8,5
2470,30663146851.721443,14320790000.0,0.2505942,0,0,0,0,1,1,5.7262796818190776e-08,4.7228525431484304e-08,0.00026522326922857415,17,9,5
2471,5483.739926456364,4352.319,0.2649546,0,0,0,0,1,1,0.0002578063524131813,0.0002578063540529252,0.00014562984536364842,12,6,6
2472,519.7289832419428,350.244,0.2406915,0,0,0,0,1,1,0.0022473929936034135,0.002247392994002242,0.0022337213268827055,7,4,5
2473,841822.499217396,5950849.0,0.2431376,0,0,0,0,1,1,1.6556678250623236e-10,3.8831193815980214e-10,5.734561467796162e-06,16,8,5
2474,768599327635.9027,481842300000.0,0.2485035,0,0,0,0,1,1,4.320182890676904e-08,3.17167671783557e-08,4.40224383405169e-05,17,9,5
2475,87900.75168706696,68540.73,0.2506076,0,0,0,0,1,1,7.128060593093473e-06,7.128057609857856e-06,5.749350760639244e-05,11,6,5
2476,11488.097662879254,8092.307,0.2694368,0,0,0,0,1,1,5.093157919133195e-13,1.1492273950761284e-11,4.385584108974273e-06,14,7,6
2477,1103941897.959428,604695500.0,0.26404,0,0,0,0,1,1,4.386094776791386e-07,4.370896292821138e-07,8.913215833695409e-05,21,11,6
2478,1004522.6224728816,812266.6,0.2492433,0,0,0,0,1,1,1.3994139180795173e-11,1.5005921505384379e-10,4.426758252243368e-05,13,7,5
2479,363.88794457367675,360.9808,0.4541989,0,0,0,0,1,1,0.0034649952698387887,0.0034649952698466713,0.0034577163891724716,4,2,5
2480,2366214752.554798,4814621000.0,0.2462611,0,0,0,0,1,1,5.187488155700137e-08,7.162513210312582e-08,1.2354589244589764e-05,18,9,5
2481,7550.193544597911,13351.24,0.2341129,0,0,0,0,1,1,7.648751702066248e-05,7.648751272174015e-05,8.588434541947909e-05,14,7,6
2482,34.304279584756415,83.54645,0.199741,0,0,0,0,1,1,5.551115123125783e-16,4.624078897563777e-14,4.3171769265049065e-07,4,2,6
2483,550.580683071686,836.5962,0.2375899,0,0,0,0,1,1,0.0012107152803433052,0.0012107152804435029,0.0012101703103926387,8,4,5
2484,22317366.658124253,22288850.0,0.2442509,0,0,0,0,1,1,1.798110848905523e-07,1.775717314975318e-07,0.00014997278647735346,19,10,5
2485,19784.16603055411,61126.45,0.2720667,0,0,0,0,1,1,3.647291243413786e-05,3.647290198882658e-05,5.5195365015414666e-05,14,7,6
2486,534828.7127298785,479396.7,0.250371,0,0,0,0,1,1,1.4190958718863313e-11,6.276324061052665e-10,0.0001102491838720926,14,7,5
2487,409932.27228897077,399978.6,0.2516399,0,0,0,0,1,1,2.513005867177398e-06,2.513328116182656e-06,1.9225663963839956e-05,14,7,5
2488,3591880.4816893092,22717090.0,0.2448925,0,0,0,0,1,1,3.2933132887436045e-09,2.2316449799220095e-09,4.304448617531431e-05,17,9,5
2489,29594138643.33374,20177370000.0,0.2526236,0,0,0,0,1,1,1.9632591707896552e-07,1.9721422683804946e-07,4.3099982834582384e-05,19,10,5
2490,805.7037501883965,926.9304,0.255766,0,0,0,0,1,1,4.851748370958723e-14,1.8119205998011648e-12,1.4218698166513258e-05,9,5,5
2491,3139165.8392619877,2471280.0,0.2496107,0,0,0,0,1,1,1.3794354547513876e-10,2.6155799748295294e-09,0.00015625701867949537,15,8,5
2492,34416622.98191833,44085730.0,0.2675695,0,0,0,0,1,1,2.6918318740687397e-07,2.697093255399352e-07,0.00013834983768257203,17,9,5
2493,650023369.7156138,1445570000.0,0.2899655,0,0,0,0,1,1,2.2668075694287637e-07,2.306636155968711e-07,0.00033458235472877407,19,10,5
2494,492200557.70548236,1373985000.0,0.2697931,0,0,0,0,1,1,1.292147374765129e-06,1.2920181521325347e-06,0.0001370363115170692,22,12,6
2495,454040858.0418902,3127397000.0,1.56471,0,0,0,0,1,1,2.518897255554542e-06,2.5188969591805055e-06,5.422142701555499e-05,25,13,5
2496,313963677182.6787,278035900000.0,0.2474454,0,0,0,0,1,1,1.1757434368970068e-07,1.1889000979727009e-07,6.626114886259123e-05,19,10,5
2497,771445.5702503513,1164050.0,0.2488409,0,0,0,0,1,1,8.611928509205669e-07,8.614560817465922e-07,1.565786320228968e-05,14,7,5
2498,4118386.530810467,2251265.0,18.47153,0,0,0,0,1,1,0.06225139015293961,0.06225139015294412,0.062251315077451956,41,41,6
2499,42059.451672183524,89406.67,0.2536135,0,0,0,0,1,1,2.7633451082920146e-13,7.807143820315332e-12,5.545911255017133e-05,12,6,5
2500,10228.717030740036,62904.96,0.2518308,0,0,0,0,1,1,2.9782447067805418e-05,2.978243367174338e-05,3.579848911194894e-07,10,5,5
2501,22303.944264402337,27156.58,0.2178613,0,0,0,0,1,1,2.0444756998472258e-13,3.7080893910967916e-12,0.000555033371243796,15,8,6
2502,142004518.82629123,645177200.0,0.312382,0,0,0,0,1,1,0.002962446349416307,0.0029624463456091312,0.0029436667545077537,9,5,5
2503,8245375771.121161,10839190000.0,0.2480743,0,0,0,0,1,1,1.2258505988071988e-08,5.279270665070612e-08,0.0002280562946963549,14,8,5
2504,530742605.6330506,1216870000.0,0.2502833,0,0,0,0,1,1,5.0460177480893265e-08,5.336225783469928e-08,4.849282062024951e-05,18,9,5
2505,88.0188282445968,267.33,0.198101,0,0,0,0,1,1,4.440892098500626e-16,2.3869795029440866e-14,1.2924023479188307e-06,5,3,5
2506,4926631.573768846,7189724.0,0.2393344,0,0,0,0,1,1,1.5603248532114478e-06,1.5603165888222748e-06,0.0002049808399604558,21,11,6
2507,3383090796.0636873,3624919000.0,0.2273581,0,0,0,0,1,1,1.2939840482451004e-06,1.2940305589292933e-06,0.00026823115808727316,22,12,6
2508,1684991912.3341696,7854660000.0,0.2363278,0,0,0,0,1,1,5.600682340123342e-08,5.5457609615672254e-08,7.668089528989341e-05,18,9,5
2509,320540754.444684,2114429000.0,1.558055,0,0,0,0,1,1,2.950855443328848e-06,2.9508596421923272e-06,2.3868001799431937e-06,24,13,5
2510,31127769.83060442,22678190.0,0.2495671,0,0,0,0,1,1,6.282094461296239e-08,5.491191418238728e-08,1.9061525034891336e-05,17,9,5
2511,6117489.168147554,10987360.0,0.2386022,0,0,0,0,1,1,6.618130005131562e-07,6.646629430173689e-07,0.00029546606542363296,15,8,5
2512,1881040.6838243033,2220209.0,0.2481573,0,0,0,0,1,1,3.0085068880580934e-08,3.2074656708402927e-08,9.496218087878816e-05,17,9,5
2513,191223.73383609342,1856813.0,0.3833026,0,0,0,0,1,1,5.737701780916815e-07,5.737139920913847e-07,4.702640245057843e-05,19,9,5
2514,4714.956083266291,3456.749,0.2478027,0,0,0,0,1,1,5.88418203051333e-15,7.180922523275513e-13,4.7738130224406206e-05,7,4,5
2515,44059703759.73628,62837010000.0,0.8017259,0,0,0,0,1,1,1.4010237353740818e-06,1.4009609929738833e-06,6.909175419083341e-05,21,12,6
2516,12499.05811882889,26214.06,0.2533104,0,0,0,0,1,1,1.084687895058778e-13,3.909095269705176e-13,0.00572153209633075,9,5,5
2517,40270.594709279416,15740.39,0.2499468,0,0,0,0,1,1,4.8031766846580405e-05,4.8031756987317e-05,0.0001442363490692283,10,5,5
2518,358.21717910108,514.9884,0.2394448,0,0,0,0,1,1,0.0019716047323424246,0.0019716047322267394,0.0019730156017110922,8,4,5
2519,154699.94473593024,124328.3,0.2461116,0,0,0,0,1,1,3.0580957678857703e-13,3.5255327124259855e-10,8.818849399043028e-05,15,8,5
2520,138171.05965164065,554624.0,0.2096037,0,0,0,0,1,1,5.602315659769541e-06,5.602399672011149e-06,0.00011459692495802143,15,8,5
2521,6886.3794137382465,37519.67,0.2714431,0,0,0,0,1,1,2.2182256032010628e-13,4.041766921147882e-12,5.586740772967058e-05,12,6,5
2522,3923.5821402131937,5144.595,0.2678651,0,0,0,0,1,1,0.0004046478730599379,0.0004046478747327109,0.0004087002059764977,11,6,6
2523,2634.3932065405793,1747.845,0.2444647,0,0,0,0,1,1,1.709743457922741e-14,1.8666179713022757e-12,3.752225744890758e-06,6,3,5
2524,243.6589451269931,217.2159,0.189143,0,0,0,0,1,1,9.992007221626409e-16,7.122080702970379e-14,1.6628561206322168e-06,5,3,5
2525,382144.243429071,353511.7,3.279032,0,0,0,0,1,1,7.586328227415464e-06,7.586355461449659e-06,0.00036865018835965187,19,11,6
2526,269267.35401296284,1534688.0,0.2566983,0,0,0,0,1,1,1.7325030299275568e-13,5.911326983465415e-12,1.7599716580385394e-05,15,8,5
2527,51996801.44224723,52864670.0,0.2525604,0,0,0,0,1,1,1.3349708982701713e-07,1.348433141812322e-07,3.228384012132768e-05,19,10,5
2528,17.550905876131726,12.11549,0.006250585,1,1,1,1,1,1,3.3306690738754696e-16,1.8540724511240114e-14,6.598319891581994e-07,3,2,5
2529,745.3110647431424,6457.27,1.565672,0,0,0,0,1,1,0.0001542635261769787,0.00015426352596076276,0.00014890260808425593,13,7,5
2530,3157927135006.784,1598028000000.0,0.2463375,0,0,0,0,1,1,1.4741491371903047e-07,1.4771025836791525e-07,6.459251158821528e-05,19,10,6
2531,1820.7334081431122,2076.698,0.2227243,0,0,0,0,1,1,4.54081217071689e-14,6.3815619455454e-13,1.0726314052522667e-06,11,6,6
2532,17242297454.361744,20574200000.0,0.2511916,0,0,0,0,1,1,2.3711635210865722e-08,2.3068061127951012e-08,0.00014739447378431247,16,9,5
2533,12517354411.136396,8991074000.0,0.2704776,0,0,0,0,1,1,1.4766052605086344e-06,1.4767137197502223e-06,9.456091962745106e-05,22,12,6
2534,26746612.43857172,14112220.0,0.2457796,0,0,0,0,1,1,2.39398060508578e-07,2.4091936245982574e-07,0.00010781610546732757,19,10,6
2535,19684514.35388524,11900470.0,0.8817162,0,0,0,0,1,1,1.4131237179900954e-06,1.4132273456925446e-06,7.165395332683596e-05,22,11,6
2536,18.095322330352147,23.05526,0.3069622,0,0,0,0,1,1,0.0,2.148281552649678e-14,1.3547263827407008e-07,4,3,6
2537,104725027.67736535,72585640.0,0.2411869,0,0,0,0,1,1,1.9575310611593703e-07,1.9673231410534267e-07,0.00017190260350803815,20,10,6
2538,60561.78938799617,29941.31,0.2754281,0,0,0,0,1,1,2.415746665633014e-05,2.4157426959945283e-05,1.8473497192726532e-05,15,8,6
2539,1682937164.189842,5129094000.0,0.2538126,0,0,0,0,1,1,3.583698277020986e-08,3.727773745243468e-08,8.272225012107004e-05,18,9,5
2540,16.53282361320358,67.23076,0.04004595,1,1,1,1,1,1,5.551115123125783e-17,1.892930256985892e-14,2.40573410803524e-07,3,2,5
2541,1772404.8955287158,913915.8,0.2493049,0,0,0,0,1,1,1.1499568377537628e-06,1.1501133544977726e-06,0.00012606209487070474,15,8,5
2542,15492685403.079754,12939030000.0,0.2333177,0,0,0,0,1,1,5.909967248918235e-07,5.90520787047133e-07,0.00012435135055277602,21,11,6
2543,1358.2814525152883,602.9434,0.2412619,0,0,0,0,1,1,8.075985802072688e-15,1.5540504107702731e-12,2.6233853129090733e-05,6,3,5
2544,13.3250459867129,6.981807,0.06879141,1,1,1,1,1,1,0.0,9.992007221626409e-15,1.443769750419932e-07,4,2,6
2545,58190022634.00026,120661700000.0,0.2240005,0,0,0,0,1,1,9.787730202825584e-07,9.785114328144766e-07,1.5747779001111439e-06,22,11,6
2546,19877124.292129487,22624710.0,0.2316455,0,0,0,0,1,1,6.951152562439944e-07,6.951547100175759e-07,4.6493205947628624e-05,21,11,6
2547,2619456798.152639,2119457000.0,0.2488779,0,0,0,0,1,1,1.1905677910206691e-07,1.2293960049980512e-07,9.155892297596502e-05,18,9,5
2548,416486756.5652973,224471300.0,0.2632797,0,0,0,0,1,1,6.875782116230555e-07,6.875262274422623e-07,0.015752529855359347,21,16,6
2549,17761829.033385966,43994680.0,0.2523023,0,0,0,0,1,1,7.528159840294385e-08,7.318701087741717e-08,0.00011338640933997233,18,10,5
2550,598789.7257256268,662538.3,0.2401745,0,0,0,0,1,1,9.409145660083513e-10,1.0876603837031619e-09,0.00014091425743839418,17,9,5
2551,244043478.37026313,1175282000.0,0.3560924,0,0,0,0,1,1,3.2596284299524214e-07,3.259563590152226e-07,2.9160366552316574e-05,22,11,5
2552,252863202689.03964,185088400000.0,0.2471311,0,0,0,0,1,1,5.07381981420169e-08,6.573644386295446e-08,0.00019715006813245377,18,9,5
2553,4581548085.513741,4345976000.0,0.2231496,0,0,0,0,1,1,1.0160905513645346e-06,1.0162821423298496e-06,8.308428389847133e-05,22,11,6
2554,730.9050116890648,891.1703,0.2491453,0,0,0,0,1,1,0.0010826668366951879,0.0010826668361331475,0.0011018524030811164,8,4,5
2555,22475.754792708853,192053.6,0.2843078,0,0,0,0,1,1,6.453171330633722e-14,4.7812587222750835e-12,2.562214849335942e-05,14,7,5
2556,3548.6974966282337,967.5263,0.2475858,0,0,0,0,1,1,2.592538762803391e-16,7.485955677594792e-13,8.843775293005597e-05,7,4,5
2557,2627761772.5417438,1389641000.0,0.256002,0,0,0,0,1,1,4.4960802787573704e-07,4.498396421994879e-07,3.711613525041014e-05,20,11,6
2558,2099268.945010319,958030.4,0.2494898,0,0,0,0,1,1,2.8077836166214812e-11,3.3054843414621496e-09,0.0001950311270021973,15,8,5
2559,27862306850.3672,102590300000.0,0.3108631,0,0,0,0,1,1,2.721235256575305e-07,2.7216908426996866e-07,1.9464089657028616e-05,22,11,5
2560,19082419617.323204,7571899000.0,0.2554661,0,0,0,0,1,1,2.920000025326735e-07,2.924827688664067e-07,9.824437927927908e-05,20,10,6
2561,3964269869.960972,16018420000.0,0.2728513,0,0,0,0,1,1,2.3109379027053123e-07,2.3025225487360856e-07,0.00010807133467444219,20,10,5
2562,67788.80443285099,44386.68,0.2505771,0,0,0,0,1,1,1.0123524363658845e-05,1.0123537518999301e-05,0.00010930024549266035,11,6,5
2563,229153137753.6719,164185300000.0,0.2482472,0,0,0,0,1,1,5.911665874999861e-08,6.163188241854028e-08,5.570451996520616e-05,18,9,5
2564,6247.0385153139305,3197.809,0.2455445,0,0,0,0,1,1,1.3631525532691973e-13,5.860282004708699e-13,9.030997053232335e-06,11,6,6
2565,465727742.9984994,1084469000.0,0.2930571,0,0,0,0,1,1,6.058247769002989e-07,6.056020009359564e-07,0.00014613285076187088,22,11,6
2566,130.81925483819995,257.5916,0.2712789,0,0,0,0,1,1,0.0050067976883885834,0.0050067976883885834,0.0050019355182145744,7,4,5
2567,8924.058420145368,11122.23,0.2583987,0,0,0,0,1,1,5.88418203051333e-15,1.4062084829902233e-11,0.00016541295197702865,7,4,5
2568,292984.3093113276,1458037.0,0.2768795,0,0,0,0,1,1,1.824663586891262e-09,1.937882854186057e-09,2.0111378252640755e-05,17,9,5
2569,661761099.8933376,1503708000.0,0.2429559,0,0,0,0,1,1,6.206998504065808e-08,5.6874055631706e-08,6.764991172086843e-05,18,9,5
2570,9002.971875392217,8263.516,0.2701341,0,0,0,0,1,1,2.37476704967321e-13,1.0619838342051935e-12,2.8182837252976878e-05,14,7,6
2571,1475766849.9592006,637873000.0,0.2496052,0,0,0,0,1,1,4.75779368125373e-08,4.1845575116106204e-08,0.0003284205903472115,17,9,5
2572,162149.7135767072,346620.2,0.2571333,0,0,0,0,1,1,8.363651782306025e-06,8.363438857295069e-06,8.675501416516296e-05,14,7,5
2573,103.44946878052208,496.1904,0.2183239,0,0,0,0,1,1,0.0022892377559646793,0.0022892377559596278,0.0022892307768703213,7,4,5
2574,3725094964.4060326,3307935000.0,0.2416732,0,0,0,0,1,1,4.975345827551436e-07,4.988194348687358e-07,0.00011108931368508657,21,11,6
2575,303303815.139319,1107309000.0,0.2681029,0,0,0,0,1,1,6.675373520614869e-08,9.105982989865424e-08,0.00032105652903346993,17,9,5
2576,170168606.17841074,202822800.0,0.2129181,0,0,0,0,1,1,1.0366288875258867e-07,1.060980927319343e-07,0.0001505094336593656,18,9,5
2577,404086066.75669694,2614805000.0,0.2976389,0,0,0,0,1,1,1.5613926174218307e-07,1.561760211155061e-07,3.5249028627171164e-05,21,11,5
2578,1112.4880431925312,7578.322,0.1987686,0,0,0,0,1,1,1.1269459753310007e-14,1.3417700518784726e-13,7.867293649156742e-05,12,6,6
2579,37747156510.58484,29165530000.0,0.2538048,0,0,0,0,1,1,8.366193936906278e-08,8.554952414890108e-08,5.227564176493432e-05,19,10,5
2580,33961.017061707804,26844.48,0.2069145,0,0,0,0,1,1,3.4419867743681727e-12,1.9474795995548215e-11,4.3778699138351636e-05,16,8,6
2581,464468883097.72546,202516000000.0,0.2530504,0,0,0,0,1,1,2.7819024042531425e-07,2.7660310616344916e-07,0.0015938034109232563,19,10,6
2582,87640629.96921343,77920550.0,0.2541254,0,0,0,0,1,1,7.483958333054375e-07,7.502447101348508e-07,0.00016472066591721735,21,11,6
2583,14.438571620250132,11.34837,0.1137856,1,1,0,1,1,1,2.7755575615628914e-17,1.1102230246251565e-16,5.443826489592851e-08,4,2,6
2584,2559300461.4145455,1963816000.0,0.2069844,0,0,0,0,1,1,5.6991510148762406e-08,1.414211691738294e-07,0.0022931173916459946,15,8,5
2585,43127497286.21325,515619500000.0,1.554097,0,0,0,0,1,1,1.7655503514735216e-06,1.7655523538717688e-06,2.429874526366227e-05,24,13,5
2586,224.67434424398073,106.2543,0.2053524,0,0,0,0,1,1,1.1431673509460098e-15,3.663851359781961e-13,8.137069955989847e-06,9,5,6
2587,238836321.3054379,834958700.0,0.3061502,0,0,0,0,1,1,2.517479691377389e-07,2.506422398518282e-07,5.370815579075483e-05,20,10,5
2588,76338.17432101909,96380.09,0.2496353,0,0,0,0,1,1,3.930189507173054e-14,2.2314594616545946e-11,7.124501000888017e-05,11,6,5
2589,1091356139.0098732,1258335000.0,0.2492088,0,0,0,0,1,1,3.6637442690778954e-08,3.8899194032548934e-08,7.90912229589602e-05,18,9,5
2590,2995683543.0182405,6899219000.0,0.2454032,0,0,0,0,1,1,5.1365103448386407e-08,5.133923375311156e-08,6.064308376751981e-05,19,10,5
2591,20825417426.469303,30320160000.0,0.2526153,0,0,0,0,1,1,1.1058283611031783e-07,1.1207021277659379e-07,4.1192796819689015e-05,19,10,5
2592,40815679419.21565,302898500000.0,0.3048112,0,0,0,0,1,1,1.4505367379458178e-07,1.4497601252827508e-07,4.010643424479099e-05,21,11,5
2593,101190420574.42123,970652600000.0,1.563399,0,0,0,0,1,1,1.7904751256625495e-06,1.7904689479930624e-06,1.0597554140678866e-05,24,13,5
2594,2217.872895824135,2369.156,0.2630943,0,0,0,0,1,1,0.0003073003203180184,0.00030730032158758045,0.00031973481331786424,9,5,5
2595,225.9433334012988,310.4517,0.2416792,0,0,0,0,1,1,3.885780586188048e-16,8.826273045769994e-14,2.0710057674067084e-06,7,4,5
2596,22645130.317309756,10057730.0,0.2885659,0,0,0,0,1,1,1.8577116611214817e-06,1.8576318001319118e-06,6.364026469072238e-05,22,11,6
2597,7589739.111939399,6889954.0,0.2486136,0,0,0,0,1,1,1.4114299005653092e-07,1.426579776186972e-07,7.01441978130281e-05,17,9,5
2598,21800669350342.402,13174120000000.0,0.2578056,0,0,0,0,1,1,2.1403170935848348e-07,2.1519107448909084e-07,2.218236363979558e-05,20,10,6
2599,17309.755283629725,4737.3,0.2538254,0,0,0,0,1,1,0.00019190913510308173,0.0001919091376705131,0.00020107260107580377,12,6,6
2600,1387094380.4693763,1676578000.0,0.2477796,0,0,0,0,1,1,2.9315042425330585e-08,3.5856549376995644e-08,0.00012121587426888537,17,9,5
2601,225385465.6338702,406444000.0,0.2745913,0,0,0,0,1,1,1.06716150138908e-07,2.2435972635292956e-08,0.00021096592378855306,17,9,5
2602,205375574.0096812,142601400.0,0.228709,0,0,0,0,1,1,5.189481306419517e-08,1.3746825003361263e-07,0.00023545462460944488,16,8,5
2603,1063795008261.0133,759422800000.0,0.2587529,0,0,0,0,1,1,2.0459179667210554e-07,2.0588213592996327e-07,0.00015490599170777544,20,10,6
2604,10512423.226736285,102254900.0,0.2421587,0,0,0,0,1,1,1.094028274639669e-07,1.0932347849212931e-07,3.7836738882024434e-06,20,10,5
2605,393236715790.5752,270841100000.0,0.2546382,0,0,0,0,1,1,1.451153649311115e-07,1.4093556740162348e-07,0.00012703103097767756,19,12,5
2606,59.76570485512985,37.80184,0.07316814,1,1,1,1,1,1,5.551115123125783e-17,2.1149748619109232e-14,7.276766973984827e-07,4,2,5
2607,11803.307441909465,7785.737,0.2480888,0,0,0,0,1,1,3.1882670869666023e-13,1.3185881066484044e-11,0.0020291980953966266,11,6,5
2608,22228684771.93915,7047799000.0,0.2576432,0,0,0,0,1,1,6.558663576262543e-07,6.560485206791553e-07,0.0001220609000007447,21,11,6
2609,542299.2794768312,1648177.0,0.253717,0,0,0,0,1,1,6.107246197095684e-07,6.103291544934386e-07,3.834042027878182e-05,15,8,5
2610,274678357001.66095,102514000000.0,0.2656309,0,0,0,0,1,1,7.43453574137528e-07,7.450256115926632e-07,2.856418845300883e-05,21,11,6
2611,330726725667.6406,225382600000.0,0.2244384,0,0,0,0,1,1,8.020768591681028e-07,8.023789913612289e-07,0.00010979209113458945,21,11,6
2612,568972.1907933041,501199.3,0.2533842,0,0,0,0,1,1,1.8132809227377582e-06,1.8131084469862316e-06,2.429640352997082e-05,16,8,5
2613,131890844.34357285,193127700.0,0.267693,0,0,0,0,1,1,7.325901772808388e-07,7.328835525676152e-07,0.00012957339631885145,21,11,6
2614,190389549.62220484,154741900.0,0.2489723,0,0,0,0,1,1,2.3515123065726864e-08,2.7172457267746956e-08,9.899433142269137e-05,17,9,5
2615,25657.315168452737,22686.84,0.2505641,0,0,0,0,1,1,1.9378356464318202e-13,4.899341849387605e-11,2.6911092299621854e-05,10,5,5
2616,594.8136005801155,3570.189,0.3367373,0,0,0,0,1,1,9.492406860545088e-15,5.362377208939506e-14,1.2780601609252429e-06,11,6,6
